title,link,date,summary
"Live: RBI interest rate decision to dictate market moves | Tata Consumer, Mankind & Lupin in focus",https://www.moneycontrol.com/news/videos/business/markets/live-rbi-interest-rate-decision-to-dictate-market-moves-tata-consumer-mankind-lupin-in-focus-12217701.html,"February 08, 2024 08:37 AM IST","Indian equity market seems to be cautious ahead of RBI's monetary policy scheduled as the participants may be awaiting the commentary about the rate cut cycle and inflation and growth forecast. The Nifty50 made a healthy attempt on February 7 but failed to defend the 22,000 mark due to selling pressure in late morning deals and remained rangebound in the rest of the session. Hence, unless the index gives a strong closing above 21,970, the sustained uptrend towards a record high of 22,126 is unlikely in coming sessions, while the 21,750-21,700 is expected to be immediate support for the index, experts said. On January 7, the BSE Sensex was down 34 points at 72,152, while the Nifty 50 gained 1.1 points at 21,930.5. This morning global cues are sanguine with Wall Street clocking fresh record and GIFT Nifty hinting at a start above 22,000. Amng stocks in focus watch out for Tata Consumer, Power Grid, Mankind Pharma, Zomato & LIC. Catch Nandita Khemka in conversation with Sunil Subramaniam, MD and CEO, Sundaram Mutual and Vaishali Parekh, Vice President - Technical Research, Prabhudas Lilladher. ."
"HDFC Bank stock call: Buy, as UBS sees margin, asset quality improving, market share rising",https://www.moneycontrol.com/news/business/stocks/hdfc-bank-stock-call-buy-as-ubs-sees-margin-asset-quality-improving-market-share-rising-12217611.html,"February 08, 2024 09:16 AM IST","UBS has assigned a 'buy' rating to the HDFC Bank stock with a target price of Rs 1,900 per share, implying an upside of 33 percent from the last closing price of Rs 1,430"
Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-227-12216261.html,"February 08, 2024 08:10 AM IST","Trends in the GIFT Nifty indicate a positive start for the broader index in India, with a gain of 26 points or 0.10 percent."
"Closing Bell: Nifty below 21,750, Sensex down 724 pts today; FMCG, bank top drag",https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-08-02-2024-12217491.html,"February 08, 2024 04:50 PM IST","Among sectors, auto, bank, realty, capital goods and FMCG down 0.5-2 percent, while oil & gas, power, Information Technology and PSU Bank up 0.3-2 percent."
"Next HDFC Bank will be discovered by HNIs, not FIIs; SME platform the IPL of investing: Gunavanth Vaid",https://www.moneycontrol.com/news/business/markets/next-hdfc-bank-will-be-discovered-by-hnis-not-fiis-sme-platform-the-ipl-of-investing-gunavanth-vaid-12216921.html,"February 08, 2024 07:00 AM IST","India is in a sweet spot till 2030. In between, there will be ups and downs in the market, Gunavanth Vaid said"
HFT Scan: Navin Fluorine and Delta Corp see brisk business,https://www.moneycontrol.com/news/business/markets/hft-scan-navin-fluorine-and-delta-corp-see-brisk-business-12215471.html,"February 08, 2024 06:12 AM IST",Navin Fluorine touched a 52-week low while BLS E-Services touched a 51-week high.
"Buzzing Stocks: Zomato, Tata Consumer, Apollo Tyres, LIC, Mankind, PowerGrid, others in news",https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-zomato-tata-consumer-apollo-tyres-lic-mankind-powergrid-others-in-news-12217081.html,"February 08, 2024 05:57 AM IST","Stocks to watch: Check out the companies making headlines before the opening bell today, on February 8, 2024."
"Trade Spotlight | How you should deal in Delta Corp, Can Fin Homes, Indian Hotels today",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-you-should-deal-in-delta-corp-can-fin-homes-indian-hotels-today-12217221.html,"February 08, 2024 05:53 AM IST","Indian Hotels has been in a strong uptrend, reporting higher highs, higher lows formation since October last year. The stock formed strong bullish candlestick pattern on the daily charts with above average volumes."
"Hot stocks | Bet on SBI, Intellect Design Arena, Samvardhana Motherson for short term",https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-sbi-intellect-design-arena-samvardhana-motherson-for-short-term-12217091.html,"February 08, 2024 05:45 AM IST","A drop below 21,700 might trigger panic in the Nifty 50. Conversely, a decisive move above 22,125 could spark a smart rally in the market."
Bulk deals: LIC sells Rs 75.2 crore shares in Indiabulls Housing Finance,https://www.moneycontrol.com/news/business/stocks/bulk-deals-lic-sells-rs-75-2-crore-shares-in-indiabulls-housing-finance-12216231.html,"February 07, 2024 10:16 PM IST",LIC held 8.08 percent stake in Indiabulls Housing Finance till December and sold 3.99 percent stake in the bourses today
"Lupin Q3 results: Net profit jumps four times to Rs 613 crore, revenue up 20%",https://www.moneycontrol.com/news/business/earnings/lupin-q3-results-net-profit-jumps-four-times-to-rs-613-crore-revenue-up-20-12209041.html,"February 07, 2024 09:31 PM IST",The company had reported a profit of Rs 157.6 crore in the same period last year.
Buy Bharat Electronics; target of Rs 220: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-bharat-electronics-target-of-rs-220-sharekhan-12198571.html,"February 07, 2024 08:01 PM IST","Sharekhan is bullish on Bharat Electronics has recommended buy rating on the stock with a target price of Rs 220 in its research report dated January 31, 2024."
Buy Bajaj Finserv; target of Rs 2040: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-bajaj-finserv-target-of-rs-2040-sharekhan-2-12198581.html,"February 07, 2024 08:01 PM IST","Sharekhan is bullish on Bajaj Finserv has recommended buy rating on the stock with a target price of Rs 2040 in its research report dated January 31, 2024."
Neutral Bharat Electronics; target of Rs 190: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-bharat-electronics-target-of-rs-190-motilal-oswal-12199131.html,"February 07, 2024 07:33 PM IST","Motilal Oswal recommended Neutral rating on Bharat Electronics with a target price of Rs 190 in its research report dated January 31, 2024."
Neutral Jyothy Laboratories; target of Rs 500: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-jyothy-laboratories-target-of-rs-500-motilal-oswal-12199141.html,"February 07, 2024 07:33 PM IST","Motilal Oswal recommended Neutral rating on Jyothy Laboratories with a target price of Rs 500 in its research report dated February 01, 2024."
"Neutral Shree Cement; target of Rs 27,700 : Motilal Oswal",https://www.moneycontrol.com/news/business/stocks/neutral-shree-cement-target-of-rs-27700-motilal-oswal-12199121.html,"February 07, 2024 07:33 PM IST","Motilal Oswal recommended Neutral rating on Shree Cement with a target price of Rs 27,700 in its research report dated January 31, 2024."
Neutral Westlife Foodworld; target of Rs 775 : Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-westlife-foodworld-target-of-rs-775-motilal-oswal-12199151.html,"February 07, 2024 07:32 PM IST","Motilal Oswal recommended Neutral rating on Westlife Foodworld with a target price of Rs 775 in its research report dated January 31, 2024."
"Neutral Procter and Gamble Hygiene and Health Care; target of Rs 16,000 : Motilal Oswal",https://www.moneycontrol.com/news/business/stocks/neutral-procter-and-gamble-hygiene-and-health-care-target-of-rs-16000-motilal-oswal-12199181.html,"February 07, 2024 07:32 PM IST","Motilal Oswal recommended Neutral rating on Procter and Gamble Hygiene and Health Care with a target price of Rs 16,000 in its research report dated January 31, 2024."
Neutral Relaxo Footwears; target of Rs 850 : Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-relaxo-footwears-target-of-rs-850-motilal-oswal-12199191.html,"February 07, 2024 07:32 PM IST","Motilal Oswal recommended Neutral rating on Relaxo Footwears with a target price of Rs 850 in its research report dated January 31, 2024."
Neutral SRF; target of Rs 2250: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-srf-target-of-rs-2250-motilal-oswal-2-12199171.html,"February 07, 2024 07:32 PM IST","Motilal Oswal recommended Neutral rating on SRF with a target price of Rs 2250 in its research report dated January 31, 2024."
Neutral Jubilant FoodWorks; target of Rs 480: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-jubilant-foodworks-target-of-rs-480-motilal-oswal-12199221.html,"February 07, 2024 07:31 PM IST","Motilal Oswal recommended Neutral rating on Jubilant FoodWorks with a target price of Rs 480 in its research report dated February 01, 2024."
Neutral Ambuja Cements; target of Rs 550: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/neutral-ambuja-cements-target-of-rs-550-motilal-oswal-12199211.html,"February 07, 2024 07:31 PM IST","Motilal Oswal recommended Neutral rating on Ambuja Cements with a target price of Rs 550 in its research report dated January 31, 2024."
"Live: Nifty gives up 22,000 amid choppy trade; PSU banks rally | Trent & Navin Fluorine in focus",https://www.moneycontrol.com/news/videos/business/markets/live-nifty-gives-up-22000-amid-choppy-trade-psu-banks-rally-trent-navin-fluorine-in-focus-12213901.html,"February 07, 2024 06:43 PM IST","-Nifty, Sensex erase early gains on profit-booking. Market await cues from RBI policy 
-Broader markets outperform; Smallcaps shine. PSU banks, realty among top sectoral movers 
-IT & auto sectors see profit booking. 
Catch Yatin Mota and Nandita Khemka as they discuss stocks on their radar including Trent and Navin Fluorine"
Buy Sun Pharma; target of Rs 1635: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-sun-pharma-target-of-rs-1635-motilal-oswal-12199041.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Sun Pharma recommended buy rating on the stock with a target price of Rs 1635 in its research report dated January 31, 2024."
Buy Dabur; target of Rs 635: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-dabur-target-of-rs-635-motilal-oswal-12199051.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Dabur recommended buy rating on the stock with a target price of Rs 635 in its research report dated January 31, 2024."
Buy Voltas; target of Rs 1230: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-voltas-target-of-rs-1230-motilal-oswal-12199061.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Voltas recommended buy rating on the stock with a target price of Rs 1230 in its research report dated January 31, 2024."
Buy Coromandel International; target of Rs 1260: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-coromandel-international-target-of-rs-1260-motilal-oswal-12199081.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Coromandel International recommended buy rating on the stock with a target price of Rs 1260 in its research report dated January 31, 2024."
Buy Ajanta Pharma; target of Rs 2515: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-ajanta-pharma-target-of-rs-2515-motilal-oswal-12199091.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Ajanta Pharma recommended buy rating on the stock with a target price of Rs 2515 in its research report dated January 31, 2024."
Buy Kajaria Ceramics; target of Rs 1600: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-kajaria-ceramics-target-of-rs-1600-motilal-oswal-12199101.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Kajaria Ceramics recommended buy rating on the stock with a target price of Rs 1600 in its research report dated January 31, 2024."
Buy Piramal Pharma; target of Rs 165: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-piramal-pharma-target-of-rs-165-motilal-oswal-12199111.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Piramal Pharma recommended buy rating on the stock with a target price of Rs 165 in its research report dated January 31, 2024."
Buy Motherson Wiring; target of Rs 75: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-motherson-wiring-target-of-rs-75-motilal-oswal-12199031.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Motherson Wiring recommended buy rating on the stock with a target price of Rs 75 in its research report dated February 01, 2024."
Buy Godrej Consumer; target of Rs 1350: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-target-of-rs-1350-motilal-oswal-12199011.html,"February 07, 2024 06:39 PM IST","Motilal Oswal is bullish on Godrej Consumer recommended buy rating on the stock with a target price of Rs 1350 in its research report dated February 01, 2024."
Buy Bank of Baroda; target of Rs 290: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-bank-of-baroda-target-of-rs-290-motilal-oswal-12198991.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Bank of Baroda recommended buy rating on the stock with a target price of Rs 290 in its research report dated January 31, 2024."
"Buy Maruti Suzuki; target of Rs 11,850: Motilal Oswal",https://www.moneycontrol.com/news/business/stocks/buy-maruti-suzuki-target-of-rs-11850-motilal-oswal-12198981.html,"February 07, 2024 07:06 PM IST","Motilal Oswal is bullish on Maruti Suzuki recommended buy rating on the stock with a target price of Rs 11,850 in its research report dated January 31, 2024."
Buy SIS; target of Rs 590: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-sis-target-of-rs-590-motilal-oswal-12198941.html,"February 07, 2024 07:07 PM IST","Motilal Oswal is bullish on SIS recommended buy rating on the stock with a target price of Rs 590 in its research report dated January 31, 2024."
Buy Kaynes Technologies; target of Rs 3300: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-kaynes-technologies-target-of-rs-3300-motilal-oswal-12198961.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Kaynes Technologies recommended buy rating on the stock with a target price of Rs 3300 in its research report dated January 31, 2024."
Buy Star Health; target of Rs 730: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-star-health-target-of-rs-730-motilal-oswal-4-12198951.html,"February 07, 2024 07:05 PM IST","Motilal Oswal is bullish on Star Health recommended buy rating on the stock with a target price of Rs 730 in its research report dated January 31, 2024."
Buy Jindal Steel and Power; target of Rs 900: Motilal Oswal,https://www.moneycontrol.com/news/business/stocks/buy-jindal-steel-and-power-target-of-rs-900-motilal-oswal-12198931.html,"February 07, 2024 07:06 PM IST","Motilal Oswal is bullish on Jindal Steel and Power recommended buy rating on the stock with a target price of Rs 900 in its research report dated January 31, 2024."
"Paytm could build profitable business model with customer data, says Alchemy Capital CIO",https://www.moneycontrol.com/news/business/stocks/paytm-could-build-profitable-business-model-with-customer-data-says-alchemy-capital-cio-12214351.html,"February 07, 2024 06:34 PM IST","Despite its huge customer base, Ved said the regulatory issues that its payment banking unit faces have led to uncertainty, which investors do not want."
Hold Kajaria Ceramics; target of Rs 1438: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-kajaria-ceramics-target-of-rs-1438-icici-securities-12198921.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended hold rating on Kajaria Ceramics with a target price of Rs 1438 in its research report dated February 01, 2024."
Hold Mahindra Logistics; target of Rs 395: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-mahindra-logistics-target-of-rs-395-icici-securities-12198901.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended hold rating on Mahindra Logistics with a target price of Rs 395 in its research report dated January 31, 2024."
Hold Dixon Technologies India; target of Rs 6170: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-dixon-technologies-india-target-of-rs-6170-icici-securities-12198891.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended hold rating on Dixon Technologies India with a target price of Rs 6170 in its research report dated February 01, 2024."
"Hold Shree Cement; target of Rs 29,489: ICICI Securities",https://www.moneycontrol.com/news/business/stocks/hold-shree-cement-target-of-rs-29489-icici-securities-12198881.html,"February 07, 2024 05:23 PM IST","ICICI Securities recommended hold rating on Shree Cement with a target price of Rs 29,489 in its research report dated February 01, 2024."
Hold SRF; target of Rs 2300: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-srf-target-of-rs-2300-icici-securities-12198871.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended hold rating on SRF with a target price of Rs 2300 in its research report dated January 31, 2024."
Hold Sun Pharma; target of Rs 1400: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/hold-sun-pharma-target-of-rs-1400-icici-securities-12198861.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended hold rating on Sun Pharma with a target price of Rs 1400 in its research report dated January 31, 2024."
"Reduce ZF Commercial Vehicle Control Systems; target of Rs 14,003: ICICI Securities",https://www.moneycontrol.com/news/business/stocks/reduce-zf-commercial-vehicle-control-systems-target-of-rs-14003-icici-securities-12198851.html,"February 07, 2024 05:24 PM IST","ICICI Securities recommended reduce rating on ZF Commercial Vehicle Control Systems with a target price of Rs 14,003 in its research report dated January 31, 2024."
Buy Bharat Electronics; target of Rs 215: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-bharat-electronics-target-of-rs-215-icici-securities-12198841.html,"February 07, 2024 05:24 PM IST","ICICI Securities is bullish on Bharat Electronics recommended buy rating on the stock with a target price of Rs 215 in its research report dated February 01, 2024."
Buy Godrej Consumer Products; target of Rs 1350: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-godrej-consumer-products-target-of-rs-1350-icici-securities-12198831.html,"February 07, 2024 05:24 PM IST","ICICI Securities is bullish on Godrej Consumer Products recommended buy rating on the stock with a target price of Rs 1350 in its research report dated February 01, 2024."
Buy Jindal Steel and Power; target of Rs 980: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-jindal-steel-and-power-target-of-rs-980-icici-securities-12198821.html,"February 07, 2024 05:24 PM IST","ICICI Securities is bullish on Jindal Steel and Power recommended buy rating on the stock with a target price of Rs 980 in its research report dated February 01, 2024."
"Technical View: Nifty volatile ahead of MPC decision, resistance at 22,000",https://www.moneycontrol.com/news/business/technicals/technical-view-nifty-volatile-ahead-of-mpc-decision-resistance-at-22000-12214131.html,"February 07, 2024 04:42 PM IST","For the Nifty, the support is at 21,850 and a breach of it can initiate a correction towards 21,700, Rupak De of LKP Securities has said"
Gainers & Losers: 10 stocks that moved the most on February 7,https://www.moneycontrol.com/news/business/markets/gainers-losers-10-stocks-that-moved-the-most-on-february-7-2-12213871.html,"February 07, 2024 04:21 PM IST","The Sensex closed 34.09 points down at 72,152, while the Nifty closed 1.1 points higher at 21,930.50. About 1,954 shares advanced, 1,314 declined and 63 were unchanged"
Buy Star Health and Allied Insurance; target of Rs 728: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-star-health-and-allied-insurance-target-of-rs-728-icici-securities-12198781.html,"February 07, 2024 04:21 PM IST","ICICI Securities is bullish on Star Health and Allied Insurance recommended buy rating on the stock with a target price of Rs 728 in its research report dated February 01, 2024."
Buy Jubilant Foodworks; target of Rs 600: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-jubilant-foodworks-target-of-rs-600-icici-securities-12198811.html,"February 07, 2024 04:42 PM IST","ICICI Securities is bullish on Jubilant Foodworks recommended buy rating on the stock with a target price of Rs 600 in its research report dated February 01, 2024."
Buy Shyam Metalics and Energy; target of Rs 840: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-shyam-metalics-and-energy-target-of-rs-840-icici-securities-12198801.html,"February 07, 2024 04:20 PM IST","ICICI Securities is bullish on Shyam Metalics and Energy recommended buy rating on the stock with a target price of Rs 840 in its research report dated February 01, 2024."
Buy Mindspace Business Parks REIT; target of Rs 382: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-mindspace-business-parks-reit-target-of-rs-382-icici-securities-12198761.html,"February 07, 2024 04:15 PM IST","ICICI Securities is bullish on Mindspace Business Parks REIT recommended buy rating on the stock with a target price of Rs 382 in its research report dated February 01, 2024."
Buy Piramal Pharma; target of Rs 180: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-piramal-pharma-target-of-rs-180-icici-securities-12198791.html,"February 07, 2024 04:20 PM IST","ICICI Securities is bullish on Piramal Pharma recommended buy rating on the stock with a target price of Rs 180 in its research report dated February 01, 2024."
Buy PVR Inox; target of Rs 2240: ICICI Securities,https://www.moneycontrol.com/news/business/stocks/buy-pvr-inox-target-of-rs-2240-icici-securities-3-12198771.html,"February 07, 2024 04:21 PM IST","ICICI Securities is bullish on PVR Inox recommended buy rating on the stock with a target price of Rs 2240 in its research report dated February 01, 2024."
Taking Stock: Markets end flat in a choppy session ahead of RBI meet outcome,https://www.moneycontrol.com/news/business/markets/taking-stock-markets-end-flat-in-a-choppy-session-ahead-of-rbi-meet-outcome-12212641.html,"February 07, 2024 04:59 PM IST",Broader markets outperformed the benchmarks. Nifty Midcap 100 gained 0.75 percent and Nifty Smallcap 100 was up 0.71 percent. Nifty PSU Bank and realty were among top sectoral movers
Sealmatics India shares zoom 20% to make fresh life highs on major announcement,https://www.moneycontrol.com/news/business/markets/sealmatics-india-shares-zoom-20-to-make-fresh-life-highs-on-major-announcement-12213821.html,"February 07, 2024 03:25 PM IST","Incorporated in 2009, Sealmatic India Limited is engaged in the business of designing and manufacturing mechanical seals and associated products"
"Nifty, Sensex erase early gains on profit booking; RBI MPC to provide cues",https://www.moneycontrol.com/news/business/markets/nifty-sensex-erase-early-gains-on-profit-booking-rbi-mpc-to-provide-cues-12213791.html,"February 07, 2024 04:59 PM IST","Nifty IT dragged the benchmarks in the afternoon trade, falling over a percent, while Nifty PSU Bank capped the losses, rising over 2 percent."
Stocks on the radar | Some Nifty 500 stocks trade higher ahead of results,https://www.moneycontrol.com/news/business/stocks/stocks-on-the-radar-some-nifty-500-stocks-trade-higher-ahead-of-results-12210991.html,"February 07, 2024 03:22 PM IST","Shree renuka sugars, Indigo paints, Alkem Laboratories, SVJN, Easy trip planners amongst the top gainers constituent of nifty 500 index trading higher ahead of results."
Why Godrej’s  new anti-mosquito agarbatti has got the markets buzzing,https://www.moneycontrol.com/news/business/markets/why-godrejs-new-anti-mosquito-agarbatti-has-got-the-markets-buzzing-12212301.html,"February 07, 2024 02:08 PM IST","The anti-mosquito incense sticks business is currently a Rs 1,200-crore market that’s crowded by unorganised players. The company hopes to gain market share in the category because consumers will prefer to buy a safer Godrej product over that of some unorganised player."
"High-quality, high-dividend-yielding stocks rally up to 60%: Do you have any of these?",https://www.moneycontrol.com/news/business/markets/high-quality-high-dividend-yielding-stocks-rally-up-to-60-do-you-have-any-of-these-12211921.html,"February 07, 2024 02:32 PM IST",On the average these high dividend yielding shares have gained by 11.8 percent on year-to-date basis when Nifty 50 is up a mere 0.75 percent
Understand the rules of the game when you enter a highly regulated sector like financials: Ajay Bagga on Paytm,https://www.moneycontrol.com/news/business/markets/understand-the-rules-of-the-game-when-you-enter-a-highly-regulated-sector-like-financials-ajay-bagga-on-paytm-12211821.html,"February 07, 2024 01:39 PM IST","Private sector banks will be long-term performers, though things look iffy now. They will fund a growing economy and will benefit from an overall revival of the banking system, according to Bagga"
Online gaming firms may get some tax demand relief; Delta Corp up 7%,https://www.moneycontrol.com/news/business/stocks/online-gaming-firms-may-get-some-tax-demand-relief-delta-corp-up-7-12210601.html,"February 07, 2024 12:36 PM IST","Between September and October 2023, Delta Corp was slapped with multiple GST notices amounting to a tax shortfall of Rs 23,000 crore"
"Mid-day Mood | Sensex, Nifty reverse course amid profit-booking; Bank Nifty flat",https://www.moneycontrol.com/news/business/markets/mid-day-mood-sensex-nifty-reverse-course-amid-profit-booking-bank-nifty-flat-12210511.html,"February 07, 2024 12:23 PM IST","India VIX, the fear gauge, remained elevated at 15, suggesting that consolidation is likely to persist in the near future"
"Buy EURINR; target of : 89.90 : February 07, 2024: ICICI Direct",https://www.moneycontrol.com/news/business/stocks/buy-eurinr-target-of-89-90-february-07-2024-icici-direct-12211021.html,"February 07, 2024 12:21 PM IST","ICICI Direct, Euro rose by 0.11% yesterday amid weak dollar and upbeat German factory data. German factory orders unexpectedly rose by the most in 3½ years."
LIC holding in listed stocks slumps to life-time low of 3.64% in Q3,https://www.moneycontrol.com/news/business/markets/lic-holding-in-listed-stocks-slumps-to-life-time-low-of-3-64-in-q3-12210641.html,"February 07, 2024 12:36 PM IST","Insurance companies, led by LIC with a substantial 68 percent share (Rs 13.02 lakh crore) in equity investments, collectively sold a net of Rs 15,622 crore during the quarter"
"Apeejay Surrendra Park Hotels IPO subscribed 59x on Day 3, QIBs lead",https://www.moneycontrol.com/news/business/ipo/apeejay-surrendra-park-hotels-ipo-subscribed-8-5-time-on-day-3-qib-portion-full-booked-12210521.html,"February 07, 2024 05:51 PM IST",The Rs 920-crore public offer is a mix of a fresh issue of Rs 600 crore worth of shares and an offer-for-sale of shares worth Rs 320 crore
Capital Small Finance Bank – Is it worth putting in your capital?,https://www.moneycontrol.com/news/business/ipo/capital-small-finance-bank-is-it-worth-putting-in-your-capital-12209981.html,"February 07, 2024 12:21 PM IST","While the SFB has several positive attributes, there are a few pockets of worry"
IEX falls 5% as CERC asks Grid India to run shadow pilot on market coupling,https://www.moneycontrol.com/news/business/stocks/iex-falls-5-as-cerc-asks-grid-india-to-run-shadow-pilot-on-market-coupling-12209571.html,"February 07, 2024 12:21 PM IST",Market coupling is a model where buying and selling of bids for all three power exchanges will be aggregated into a uniform market clearing price.
EIH jumps 20% on record Q3 earnings; stock up 150% in a year,https://www.moneycontrol.com/news/business/markets/eih-jumps-20-on-record-q3-earnings-stock-up-150-in-a-year-12210491.html,"February 07, 2024 11:42 AM IST",EIH Ltd stock has gained more than 150 percent in the last year compared to a 24 percent rise in benchmark Nifty 50
TRF shares hit upper circuit as Tata Steel calls off merger,https://www.moneycontrol.com/news/business/stocks/trf-shares-hit-upper-circuit-as-tata-steel-calls-off-merger-12209421.html,"February 07, 2024 11:57 AM IST","TRF shareholders were to get for 17 shares of Tata Steel for 10 of the company, which was a 53 percent discount at the time. The discount had narrowed to 10 percent as per the closing price of February 6"
V-Mart Retail soars 15% on Q3 results; Motilal Oswal shares 'buy' call,https://www.moneycontrol.com/news/business/markets/v-mart-retail-soars-15-on-q3-results-motilal-oswal-shares-buy-call-12209251.html,"February 07, 2024 11:24 AM IST",The management said that a good festival demand in the December quarter helped increase footfalls by 23 percent
"Agri Picks Report February 07, 2024: Geojit",https://www.moneycontrol.com/news/business/stocks/agri-picks-report-february-07-2024-geojit-12210141.html,"February 07, 2024 11:20 AM IST","According to Geojit, The area under rabi crops in Telangana was 4.93 mln acres (1 acre = 0.40 ha) as of Wednesday, 13.4% lower than 5.70 mln acres a year ago, according to data from the state government."
"Kotak analysts refuse to ride PSU stock rally, see threat to profitability, downside risks",https://www.moneycontrol.com/news/business/earnings/kotak-analysts-refuse-to-ride-psu-stock-rally-see-threat-to-profitability-downside-risks-12209551.html,"February 07, 2024 11:52 AM IST","Kotak Institutional Equities, in its recent report, finds the recent sharp rally in public sector stocks puzzling"
Navin Fluorine: Going through transitional pain of de-stocking and deferrals,https://www.moneycontrol.com/news/business/earnings/navin-fluorine-going-through-transitional-pain-of-de-stocking-and-deferrals-12209021.html,"February 07, 2024 02:39 PM IST","The capex announcement for the new cGMP facility, supply agreement with Fermion, and a strategic partnership with a US-based CDMO player indicate that the company is on track to reach the goal of $100 million for the CDMO business."
"Canara Bank to consider stock split, share hits 52-week high",https://www.moneycontrol.com/news/business/stocks/canara-bank-to-consider-stock-split-share-hits-52-week-high-12208941.html,"February 07, 2024 10:39 AM IST",The board will meet on February 26 to take a call on Canara Bank's first ever stock split
Gabriel Pet Straps lists with 13.8% premium over IPO price on BSE SME,https://www.moneycontrol.com/news/business/ipo/gabriel-pet-straps-lists-with-13-8-premium-over-ipo-price-on-bse-sme-12209171.html,"February 07, 2024 10:28 AM IST",Gabriel Pet Straps IPO: The stock opened at Rs 115 against the issue price of Rs 101 on BSE SME
Nykaa: Focus on growth to limit margin improvement; valuations expensive,https://www.moneycontrol.com/news/business/stocks/nykaa-focus-on-growth-to-limit-margin-improvement-valuations-expensive-12209091.html,"February 07, 2024 10:40 AM IST","While margins are likely to improve with higher scale, the management has indicated it would reinvest the same to attract new customers and sustain growth. Margins in the next fiscal are likely to remain near the COVID levels"
Patel Integrated Logistics zooms 8% on the back of robust Q3 earnings,https://www.moneycontrol.com/news/business/stocks/patel-integrated-logistics-zooms-8-on-the-back-of-robust-q3-earnings-12209081.html,"February 07, 2024 10:28 AM IST",The firm said it has got registered under Open Network Digital Commerce (ONDC) to capitalise on the opportunities in digital e-commerce within the country.
Godawari Power up 7% on environment clearance for capacity expansion,https://www.moneycontrol.com/news/business/stocks/godawari-power-up-7-on-environment-clearance-for-capacity-expansion-12209051.html,"February 07, 2024 10:16 AM IST",The entire cost of expansion will be met by internal accruals of the company
